cell,cluster
HNSCC16_P11_HNSCC16_P11_D12,T_cell
HNSCC16_P11_HNSCC16_P11_E09,T_cell
HNSCC16_P11_HNSCC16_P11_A06,T_cell
HNSCC16_P11_HNSCC16_P11_A11,T_cell
HNSCC16_P11_HNSCC16_P11_A08,T_cell
HNSCC16_P11_HNSCC16_P11_B07,T_cell
HNSCC16_P11_HNSCC16_P11_B08,T_cell
HNSCC16_P11_HNSCC16_P11_A02,T_cell
HNSCC16_P11_HNSCC16_P11_D11,T_cell
HNSCC16_P11_HNSCC16_P11_B10,T_cell
HNSCC16_P11_HNSCC16_P11_C08,T_cell
HNSCC16_P11_HNSCC16_P11_E04,T_cell
HNSCC16_P11_HNSCC16_P11_F08,T_cell
HNSCC16_P11_HNSCC16_P11_E05,T_cell
HNSCC16_P11_HNSCC16_P11_E01,T_cell
HNSCC16_P11_HNSCC16_P11_A07,T_cell
HNSCC16_P11_HNSCC16_P11_C01,T_cell
HNSCC16_P11_HNSCC16_P11_D03,T_cell
HNSCC16_P11_HNSCC16_P11_A01,T_cell
HNSCC16_P11_HNSCC16_P11_D10,T_cell
HNSCC16_P11_HNSCC16_P11_A09,T_cell
HNSCC16_P11_HNSCC16_P11_C09,T_cell
HNSCC16_P11_HNSCC16_P11_D08,T_cell
HNSCC16_P11_HNSCC16_P11_C07,T_cell
HNSCC16_P11_HNSCC16_P11_C02,T_cell
HNSCC16_P11_HNSCC16_P11_G03,T_cell
HNSCC16_P11_HNSCC16_P11_B12,T_cell
HNSCC16_P11_HNSCC16_P11_D07,T_cell
HNSCC16_P11_HNSCC16_P11_A12,T_cell
HNSCC16_P11_HNSCC16_P11_G04,T_cell
HNSCC16_P11_HNSCC16_P11_E10,T_cell
HNSCC16_P11_HNSCC16_P11_D04,T_cell
HNSCC16_P11_HNSCC16_P11_C04,T_cell
HNSCC16_P11_HNSCC16_P11_A10,T_cell
HNSCC16_P11_HNSCC16_P11_G12,T_cell
HNSCC16_P11_HNSCC16_P11_E11,T_cell
HNSCC16_P11_HNSCC16_P11_H01,T_cell
HNSCC16_P11_HNSCC16_P11_G10,T_cell
HNSCC16_P11_HNSCC16_P11_F10,T_cell
HNSCC16_P11_HNSCC16_P11_F12,T_cell
HNSCC16_P11_HNSCC16_P11_F09,T_cell
HNSCC16_P11_HNSCC16_P11_B09,T_cell
HNSCC16_P11_HNSCC16_P11_B03,T_cell
HNSCC16_P11_HNSCC16_P11_E02,T_cell
HNSCC16_P11_HNSCC16_P11_D02,T_cell
HNSCC16_P12_HNSCC16_P12_H09,T_cell
HNSCC16_P12_HNSCC16_P12_C01,T_cell
HNSCC16_P12_HNSCC16_P12_A12,T_cell
HNSCC16_P12_HNSCC16_P12_H01,T_cell
HNSCC16_P12_HNSCC16_P12_E04,T_cell
HNSCC16_P12_HNSCC16_P12_D01,T_cell
HNSCC16_P12_HNSCC16_P12_C02,T_cell
HNSCC16_P12_HNSCC16_P12_C09,T_cell
HNSCC16_P12_HNSCC16_P12_A03,T_cell
HNSCC16_P12_HNSCC16_P12_B08,T_cell
HNSCC16_P12_HNSCC16_P12_B09,T_cell
HNSCC16_P12_HNSCC16_P12_B12,T_cell
HNSCC16_P12_HNSCC16_P12_G12,T_cell
HNSCC16_P12_HNSCC16_P12_B11,T_cell
HNSCC16_P12_HNSCC16_P12_D08,T_cell
HNSCC16_P12_HNSCC16_P12_C05,T_cell
HNSCC16_P12_HNSCC16_P12_G09,T_cell
HNSCC16_P12_HNSCC16_P12_A11,T_cell
HNSCC16_P12_HNSCC16_P12_D02,T_cell
HNSCC16_P12_HNSCC16_P12_H04,T_cell
HNSCC16_P12_HNSCC16_P12_F02,T_cell
HNSCC16_P12_HNSCC16_P12_E05,T_cell
HNSCC16_P12_HNSCC16_P12_G01,T_cell
HNSCC16_P12_HNSCC16_P12_A09,T_cell
HNSCC16_P12_HNSCC16_P12_A01,T_cell
HNSCC16_P12_HNSCC16_P12_E12,T_cell
HNSCC16_P12_HNSCC16_P12_C08,T_cell
HNSCC16_P12_HNSCC16_P12_D03,T_cell
HNSCC16_P12_HNSCC16_P12_B10,T_cell
HNSCC16_P12_HNSCC16_P12_G10,T_cell
HNSCC16_P12_HNSCC16_P12_F09,T_cell
HNSCC16_P12_HNSCC16_P12_F07,T_cell
HNSCC16_P12_HNSCC16_P12_A08,T_cell
HNSCC16_P12_HNSCC16_P12_E10,T_cell
HNSCC16_P12_HNSCC16_P12_G11,T_cell
HNSCC16_P12_HNSCC16_P12_G06,T_cell
HNSCC16_P12_HNSCC16_P12_G04,T_cell
HNSCC16_P12_HNSCC16_P12_E06,T_cell
HNSCC16_P12_HNSCC16_P12_B02,T_cell
HNSCC16_P12_HNSCC16_P12_B06,T_cell
HNSCC16_P12_HNSCC16_P12_C03,T_cell
HNSCC16_P12_HNSCC16_P12_A05,T_cell
HNSCC16_P12_HNSCC16_P12_E01,T_cell
HNSCC16_P12_HNSCC16_P12_H11,T_cell
HNSCC16_P12_HNSCC16_P12_B01,T_cell
HNSCC16_P12_HNSCC16_P12_D11,T_cell
HNSCC16_P12_HNSCC16_P12_E11,T_cell
HNSCC16_P12_HNSCC16_P12_H05,T_cell
HNSCC16_P12_HNSCC16_P12_F08,T_cell
HNSCC16_P12_HNSCC16_P12_G02,T_cell
HNSCC16_P12_HNSCC16_P12_F04,T_cell
HNSCC16_P12_HNSCC16_P12_E07,T_cell
HNSCC16_P12_HNSCC16_P12_C11,T_cell
HNSCC16_P12_HNSCC16_P12_E09,T_cell
HNSCC16_P12_HNSCC16_P12_F10,T_cell
HNSCC16_P12_HNSCC16_P12_B07,T_cell
HNSCC16_P12_HNSCC16_P12_D09,T_cell
HNSCC16_P12_HNSCC16_P12_A07,T_cell
HNSCC16_P12_HNSCC16_P12_D07,T_cell
HNSCC16_P12_HNSCC16_P12_B05,T_cell
HNSCC16_P12_HNSCC16_P12_G08,T_cell
HNSCC16_P12_HNSCC16_P12_C12,T_cell
HNSCC16_P12_HNSCC16_P12_H02,T_cell
HNSCC16_P12_HNSCC16_P12_F03,T_cell
HNSCC16_P12_HNSCC16_P12_D10,T_cell
HNSCC16_P12_HNSCC16_P12_H10,T_cell
HNSCC16_P12_HNSCC16_P12_A06,T_cell
HNSCC16_P12_HNSCC16_P12_C10,T_cell
HNSCC16_P12_HNSCC16_P12_C04,T_cell
HNSCC16_P12_HNSCC16_P12_F05,T_cell
HNSCC16_P12_HNSCC16_P12_A04,T_cell
HNSCC16_P12_HNSCC16_P12_F11,T_cell
HNSCC16_P12_HNSCC16_P12_C06,T_cell
HNSCC16_P12_HNSCC16_P12_B03,T_cell
HNSCC16_P12_HNSCC16_P12_H06,T_cell
HNSCC16_P12_HNSCC16_P12_D04,T_cell
HNSCC16_P12_HNSCC16_P12_H03,T_cell
HNSCC16_P12_HNSCC16_P12_A02,T_cell
HNSCC16_P12_HNSCC16_P12_G07,T_cell
HNSCC16_P12_HNSCC16_P12_F06,T_cell
HNSCC16_P12_HNSCC16_P12_E03,T_cell
HNSCC16_P12_HNSCC16_P12_H12,T_cell
HNSCC16_P12_HNSCC16_P12_F12,T_cell
HNSCC6_p16_HNSCC6_P16_D01,Fibroblast
HNSCC6_p16_HNSCC6_P16_A10,Endothelial
HNSCC6_p16_HNSCC6_P16_E06,CAF
HNSCC6_p16_HNSCC6_P16_H05,malignant
HNSCC6_p16_HNSCC6_P16_H08,CAF
HNSCC6_p16_HNSCC6_P16_B11,myofibroblast
HNSCC6_p16_HNSCC6_P16_A09,malignant
HNSCC6_p16_HNSCC6_P16_D03,Endothelial
HNSCC6_p16_HNSCC6_P16_F04,Fibroblast
HNSCC6_p16_HNSCC6_P16_E01,malignant
HNSCC6_p16_HNSCC6_P16_G07,CAF
HNSCC6_p16_HNSCC6_P16_G03,malignant
HNSCC6_p16_HNSCC6_P16_H06,Endothelial
HNSCC6_p16_HNSCC6_P16_A07,malignant
HNSCC6_p16_HNSCC6_P16_F06,malignant
HNSCC6_p16_HNSCC6_P16_E05,CAF
HNSCC6_p16_HNSCC6_P16_B03,malignant
HNSCC6_p16_HNSCC6_P16_A06,malignant
HNSCC6_p16_HNSCC6_P16_B06,malignant
HNSCC6_p16_HNSCC6_P16_A04,Endothelial
HNSCC6_p16_HNSCC6_P16_G05,Endothelial
HNSCC6_p16_HNSCC6_P16_E12,CAF
HNSCC6_p16_HNSCC6_P16_F07,Endothelial
HNSCC6_p16_HNSCC6_P16_G11,malignant
HNSCC6_p16_HNSCC6_P16_D07,malignant
HNSCC6_p16_HNSCC6_P16_D12,malignant
HNSCC6_p16_HNSCC6_P16_A08,malignant
HNSCC6_p16_HNSCC6_P16_C02,malignant
HNSCC6_p16_HNSCC6_P16_C03,Endothelial
HNSCC6_p16_HNSCC6_P16_B04,malignant
HNSCC6_p16_HNSCC6_P16_D10,Endothelial
HNSCC6_p16_HNSCC6_P16_B07,Fibroblast
HNSCC6_p16_HNSCC6_P16_F11,Endothelial
HNSCC6_p16_HNSCC6_P16_C04,malignant
HNSCC6_p16_HNSCC6_P16_H07,malignant
HNSCC6_p16_HNSCC6_P16_A12,malignant
HNSCC6_p16_HNSCC6_P16_F05,malignant
HNSCC6_p16_HNSCC6_P16_G10,malignant
HNSCC6_p16_HNSCC6_P16_F09,malignant
HNSCC6_p16_HNSCC6_P16_B08,Fibroblast
HNSCC6_p16_HNSCC6_P16_B02,malignant
HNSCC6_p16_HNSCC6_P16_D05,malignant
HNSCC6_p16_HNSCC6_P16_D11,CAF
HNSCC6_p16_HNSCC6_P16_G06,malignant
HNSCC6_p16_HNSCC6_P16_A05,Endothelial
HNSCC6_p16_HNSCC6_P16_E03,CAF
HNSCC6_p16_HNSCC6_P16_E04,malignant
HNSCC6_p16_HNSCC6_P16_F10,Endothelial
HNSCC6_p16_HNSCC6_P16_H11,malignant
HNSCC6_p16_HNSCC6_P16_H04,Endothelial
HNSCC6_p16_HNSCC6_P16_H10,malignant
HNSCC6_p16_HNSCC6_P16_E07,Mast
HNSCC6_p16_HNSCC6_P16_C10,CAF
HNSCC6_p16_HNSCC6_P16_A03,malignant
HNSCC6_p16_HNSCC6_P16_F02,Macrophage
HNSCC6_p16_HNSCC6_P16_B10,Endothelial
HNSCC6_p16_HNSCC6_P16_F01,malignant
HNSCC6_p16_HNSCC6_P16_B05,Endothelial
HNSCC6_p16_HNSCC6_P16_C01,malignant
HNSCC6_p16_HNSCC6_P16_H03,malignant
HNSCC6_p16_HNSCC6_P16_B01,malignant
HNSCC6_p16_HNSCC6_P16_A11,malignant
HNSCC5_p3_HNSCC5_P3_D09,Macrophage
HNSCC5_p3_HNSCC5_P3_E10,CAF
HNSCC5_p3_HNSCC5_P3_A10,Macrophage
HNSCC5_p3_HNSCC5_P3_E03,malignant
HNSCC5_p3_HNSCC5_P3_E09,Endothelial
HNSCC5_p3_HNSCC5_P3_F12,Macrophage
HNSCC5_p3_HNSCC5_P3_C05,Macrophage
HNSCC5_p3_HNSCC5_P3_A08,Macrophage
HNSCC5_p3_HNSCC5_P3_D10,malignant
HNSCC5_p3_HNSCC5_P3_F07,malignant
HNSCC5_p3_HNSCC5_P3_H01,malignant
HNSCC5_p3_HNSCC5_P3_F08,Mast
HNSCC5_p3_HNSCC5_P3_C01,Macrophage
HNSCC5_p3_HNSCC5_P3_C11,malignant
HNSCC5_p3_HNSCC5_P3_H06,CAF
HNSCC5_p3_HNSCC5_P3_A05,CAF
HNSCC5_p3_HNSCC5_P3_E12,Macrophage
HNSCC5_p3_HNSCC5_P3_E08,CAF
HNSCC5_p3_HNSCC5_P3_G10,Macrophage
HNSCC5_p3_HNSCC5_P3_C06,Macrophage
HNSCC5_p3_HNSCC5_P3_D05,Macrophage
HNSCC5_p3_HNSCC5_P3_G07,malignant
HNSCC5_p3_HNSCC5_P3_A04,malignant
HNSCC5_p3_HNSCC5_P3_D06,Endothelial
HNSCC6_p13_hnscc6_p13_A06,malignant
HNSCC6_p13_hnscc6_p13_C03,malignant
HNSCC6_p13_hnscc6_p13_G12,malignant
HNSCC6_p13_hnscc6_p13_G06,malignant
HNSCC6_p13_hnscc6_p13_C06,malignant
HNSCC6_p13_hnscc6_p13_E03,malignant
HNSCC6_p13_hnscc6_p13_F11,malignant
HNSCC6_p13_hnscc6_p13_A11,malignant
HNSCC6_p13_hnscc6_p13_E08,malignant
HNSCC6_p13_hnscc6_p13_F08,malignant
HNSCC6_p13_hnscc6_p13_G08,malignant
HNSCC6_p13_hnscc6_p13_D05,malignant
HNSCC6_p13_hnscc6_p13_A05,malignant
HNSCC6_p13_hnscc6_p13_G03,malignant
HNSCC6_p13_hnscc6_p13_B05,malignant
HNSCC6_p13_hnscc6_p13_H11,malignant
HNSCC6_p13_hnscc6_p13_B12,malignant
HNSCC6_p13_hnscc6_p13_G02,malignant
HNSCC6_p13_hnscc6_p13_C11,malignant
HNSCC6_p13_hnscc6_p13_C12,malignant
HNSCC6_p13_hnscc6_p13_B07,malignant
HNSCC6_p13_hnscc6_p13_A10,malignant
HNSCC6_p13_hnscc6_p13_C04,malignant
HNSCC6_p13_hnscc6_p13_G11,malignant
HNSCC6_p13_hnscc6_p13_C09,malignant
HNSCC6_p13_hnscc6_p13_A07,malignant
HNSCC6_p13_hnscc6_p13_D08,malignant
HNSCC6_p13_hnscc6_p13_F04,malignant
HNSCC6_p13_hnscc6_p13_E05,malignant
HNSCC5_p11_p12_hnscc5_p11_p12_F08,T_cell
HNSCC5_p11_p12_hnscc5_p11_p12_D11,T_cell
HNSCC5_p11_p12_hnscc5_p11_p12_E09,Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_D01,T_cell
HNSCC5_p11_p12_hnscc5_p11_p12_E12,Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_G03,T_cell
HNSCC5_p11_p12_hnscc5_p11_p12_A04,Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_C11,Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_E08,T_cell
HNSCC5_p11_p12_hnscc5_p11_p12_G12,T_cell
HNSCC5_p11_p12_hnscc5_p11_p12_G07,T_cell
HNSCC5_p11_p12_hnscc5_p11_p12_B12,Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_C10,T_cell
HNSCC5_p11_p12_hnscc5_p11_p12_A01,T_cell
HNSCC5_p11_p12_hnscc5_p11_p12_E11,Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_D09,Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_H01,Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_C03,T_cell
HNSCC5_p11_p12_hnscc5_p11_p12_C07,T_cell
HNSCC5_p11_p12_hnscc5_p11_p12_H07,T_cell
HNSCC5_p11_p12_hnscc5_p11_p12_E04,T_cell
HNSCC5_p11_p12_hnscc5_p11_p12_B04,Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_C08,T_cell
HNSCC5_p11_p12_hnscc5_p11_p12_E07,Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_F05,T_cell
HNSCC5_p11_p12_hnscc5_p11_p12_H05,T_cell
HNSCC5_p11_p12_hnscc5_p11_p12_G05,Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_B02,Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_F10,T_cell
HNSCC5_p11_p12_hnscc5_p11_p12_A10,Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_D05,T_cell
HNSCC5_p11_p12_hnscc5_p11_p12_A05,T_cell
HNSCC5_p11_p12_hnscc5_p11_p12_G09,T_cell
HNSCC5_p11_p12_hnscc5_p11_p12_C06,T_cell
HNSCC5_p11_p12_hnscc5_p11_p12_F09,T_cell
HNSCC5_p11_p12_hnscc5_p11_p12_F11,Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_H09,Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_H11,Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_E05,Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_G11,T_cell
HNSCC5_p11_p12_hnscc5_p11_p12_H10,Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_H06,T_cell
HNSCC5_p11_p12_hnscc5_p11_p12_H04,T_cell
HNSCC5_p11_p12_hnscc5_p11_p12_G02,Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_C02,T_cell
HNSCC5_p11_p12_hnscc5_p11_p12_C09,Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_D07,Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_B05,T_cell
HNSCC5_p11_p12_hnscc5_p11_p12_D10,Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_G01,Mast
HNSCC5_p11_p12_hnscc5_p11_p12_B10,T_cell
HNSCC5_p11_p12_hnscc5_p11_p12_E06,Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_A02,Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_B06,Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_A12,Macrophage
HNSCC5_p11_p12_hnscc5_p11_p12_E03,Macrophage
HNSCC6_p14_hnscc6_p14_G04,malignant
HNSCC6_p14_hnscc6_p14_H05,CAF
HNSCC6_p14_hnscc6_p14_H09,CAF
HNSCC6_p14_hnscc6_p14_F08,malignant
HNSCC6_p14_hnscc6_p14_E07,malignant
HNSCC6_p14_hnscc6_p14_E11,malignant
HNSCC6_p14_hnscc6_p14_G08,malignant
HNSCC6_p14_hnscc6_p14_G07,Endothelial
HNSCC6_p14_hnscc6_p14_G02,malignant
HNSCC6_p14_hnscc6_p14_F11,Endothelial
HNSCC6_p14_hnscc6_p14_H11,malignant
HNSCC6_p14_hnscc6_p14_G12,malignant
HNSCC6_p14_hnscc6_p14_E02,malignant
HNSCC6_p14_hnscc6_p14_H02,Endothelial
HNSCC6_p14_hnscc6_p14_H06,malignant
HNSCC6_p14_hnscc6_p14_E12,Macrophage
HNSCC6_p14_hnscc6_p14_F04,Macrophage
HNSCC6_p14_hnscc6_p14_G11,Endothelial
HNSCC6_p14_hnscc6_p14_E05,malignant
HNSCC6_p14_hnscc6_p14_H10,malignant
HNSCC6_p14_hnscc6_p14_H03,malignant
HNSCC6_p14_hnscc6_p14_E04,malignant
HNSCC6_p14_hnscc6_p14_G01,malignant
HNSCC6_p14_hnscc6_p14_E06,malignant
HNSCC6_p14_hnscc6_p14_F06,malignant
HNSCC6_p14_hnscc6_p14_G10,malignant
HNSCC6_p14_hnscc6_p14_H08,Endothelial
HNSCC6_p14_hnscc6_p14_G06,Endothelial
HNSCC6_p14_hnscc6_p14_F01,malignant
HNSCC6_p14_hnscc6_p14_F10,malignant
HNSCC6_p14_hnscc6_p14_E01,malignant
HNSCC6_p14_hnscc6_p14_E08,myofibroblast
HNSCC6_p14_hnscc6_p14_H01,malignant
HNSCC6_p14_hnscc6_p14_H07,malignant
HNSCC6_p14_hnscc6_p14_F09,Endothelial
HNSCC6_p14_hnscc6_p14_E03,malignant
HNSCC6_p14_hnscc6_p14_E09,malignant
HNSCC6_p14_hnscc6_p14_G09,malignant
HNSCC5_p9_HNSCC5_P9_B10,malignant
HNSCC5_p9_HNSCC5_P9_G01,CAF
HNSCC5_p9_HNSCC5_P9_F07,CAF
HNSCC5_p9_HNSCC5_P9_D01,myofibroblast
HNSCC5_p9_HNSCC5_P9_D08,malignant
HNSCC5_p9_HNSCC5_P9_A10,CAF
HNSCC5_p9_HNSCC5_P9_D03,malignant
HNSCC5_p9_HNSCC5_P9_F06,CAF
HNSCC5_p9_HNSCC5_P9_B11,malignant
HNSCC5_p9_HNSCC5_P9_H03,malignant
HNSCC5_p9_HNSCC5_P9_H10,malignant
HNSCC5_p9_HNSCC5_P9_B06,malignant
HNSCC5_p9_HNSCC5_P9_A02,malignant
HNSCC5_p9_HNSCC5_P9_G04,malignant
HNSCC5_p9_HNSCC5_P9_A06,malignant
HNSCC5_p9_HNSCC5_P9_B07,malignant
HNSCC5_p9_HNSCC5_P9_A03,CAF
HNSCC5_p9_HNSCC5_P9_G07,malignant
HNSCC5_p9_HNSCC5_P9_H11,CAF
HNSCC5_p9_HNSCC5_P9_D11,myofibroblast
HNSCC5_p9_HNSCC5_P9_D04,malignant
HNSCC5_p9_HNSCC5_P9_G11,malignant
HNSCC5_p9_HNSCC5_P9_G09,malignant
HNSCC5_p9_HNSCC5_P9_D10,malignant
HNSCC5_p9_HNSCC5_P9_F01,CAF
HNSCC5_p9_HNSCC5_P9_E09,malignant
HNSCC5_p9_HNSCC5_P9_B09,malignant
HNSCC5_p9_HNSCC5_P9_E10,malignant
HNSCC5_p9_HNSCC5_P9_F10,malignant
HNSCC5_p9_HNSCC5_P9_D02,CAF
HNSCC5_p9_HNSCC5_P9_E04,CAF
HNSCC5_p9_HNSCC5_P9_A05,CAF
HNSCC5_p9_HNSCC5_P9_A08,malignant
HNSCC5_p9_HNSCC5_P9_C10,Fibroblast
HNSCC5_p9_HNSCC5_P9_G02,malignant
HNSCC5_p9_HNSCC5_P9_F12,malignant
HNSCC5_p9_HNSCC5_P9_A09,malignant
HNSCC5_p9_HNSCC5_P9_C11,Endothelial
HNSCC5_p9_HNSCC5_P9_G06,malignant
HNSCC5_p9_HNSCC5_P9_H06,malignant
HNSCC5_p9_HNSCC5_P9_C02,Fibroblast
HNSCC5_p9_HNSCC5_P9_D05,malignant
HNSCC5_p9_HNSCC5_P9_C07,myofibroblast
HNSCC5_p9_HNSCC5_P9_F09,malignant
HNSCC5_p9_HNSCC5_P9_A07,CAF
HNSCC5_p9_HNSCC5_P9_F03,Endothelial
HNSCC5_p9_HNSCC5_P9_C12,malignant
HNSCC5_p9_HNSCC5_P9_H12,CAF
HNSCC5_p9_HNSCC5_P9_E08,malignant
HNSCC5_p9_HNSCC5_P9_C03,malignant
HNSCC5_p9_HNSCC5_P9_E11,CAF
HNSCC5_p9_HNSCC5_P9_B08,malignant
HNSCC5_p9_HNSCC5_P9_H08,malignant
HNSCC5_p9_HNSCC5_P9_E02,malignant
HNSCC6_p14_hnscc6_p14_A06,malignant
HNSCC6_p14_hnscc6_p14_B08,B_cell
HNSCC6_p14_hnscc6_p14_A04,malignant
HNSCC6_p14_hnscc6_p14_A05,malignant
HNSCC6_p14_hnscc6_p14_A02,malignant
HNSCC6_p14_hnscc6_p14_C11,CAF
HNSCC6_p14_hnscc6_p14_B04,malignant
HNSCC6_p14_hnscc6_p14_A12,malignant
HNSCC6_p14_hnscc6_p14_C06,Endothelial
HNSCC6_p14_hnscc6_p14_C05,malignant
HNSCC6_p14_hnscc6_p14_C12,malignant
HNSCC6_p14_hnscc6_p14_B03,malignant
HNSCC6_p14_hnscc6_p14_C03,malignant
HNSCC6_p14_hnscc6_p14_C01,Endothelial
HNSCC6_p14_hnscc6_p14_C07,B_cell
HNSCC6_p14_hnscc6_p14_A10,Endothelial
HNSCC6_p14_hnscc6_p14_B12,malignant
HNSCC6_p14_hnscc6_p14_A03,Endothelial
HNSCC6_p14_hnscc6_p14_C10,malignant
HNSCC6_p14_hnscc6_p14_D02,Endothelial
HNSCC6_p14_hnscc6_p14_C02,Endothelial
HNSCC6_p14_hnscc6_p14_D07,CAF
HNSCC6_p14_hnscc6_p14_B06,CAF
HNSCC6_p14_hnscc6_p14_D05,malignant
HNSCC6_p14_hnscc6_p14_B01,malignant
HNSCC6_p14_hnscc6_p14_D12,malignant
HNSCC6_p14_hnscc6_p14_A07,malignant
HNSCC6_p14_hnscc6_p14_D11,malignant
HNSCC6_p14_hnscc6_p14_B09,Fibroblast
HNSCC6_p14_hnscc6_p14_B02,malignant
HNSCC6_p14_hnscc6_p14_B11,myofibroblast
HNSCC6_p14_hnscc6_p14_D04,malignant
HNSCC6_p14_hnscc6_p14_A01,malignant
HNSCC6_p14_hnscc6_p14_D10,malignant
HNSCC6_p14_hnscc6_p14_A08,CAF
HNSCC6_p14_hnscc6_p14_D09,CAF
HNSCC6_p14_hnscc6_p14_A09,malignant
HNSCC6_p14_hnscc6_p14_D08,malignant
HNSCC6_p14_hnscc6_p14_A11,CAF
HNSCC6_p14_hnscc6_p14_B07,malignant
HNSCC5_p5_P5_C07,Macrophage
HNSCC5_p5_P5_C03,Macrophage
HNSCC5_p5_P5_H06,malignant
HNSCC5_p5_P5_B05,malignant
HNSCC5_p5_P5_G09,Macrophage
HNSCC5_p5_P5_F07,Macrophage
HNSCC5_p5_P5_G12,Macrophage
HNSCC5_p5_P5_F04,CAF
HNSCC5_p5_P5_G03,Macrophage
HNSCC5_p5_P5_E08,Mast
HNSCC5_p5_P5_A09,Macrophage
HNSCC5_p5_P5_E11,malignant
HNSCC5_p5_P5_F08,myofibroblast
HNSCC5_p5_P5_E07,Macrophage
HNSCC5_p5_P5_F05,myofibroblast
HNSCC5_p5_P5_C12,malignant
HNSCC5_p5_P5_F11,malignant
HNSCC5_p5_P5_A02,Macrophage
HNSCC5_p5_P5_B03,CAF
HNSCC5_p5_P5_E04,malignant
HNSCC5_p5_P5_E05,malignant
HNSCC5_p5_P5_H05,CAF
HNSCC5_p5_P5_F10,Macrophage
HNSCC5_p5_P5_E06,Macrophage
HNSCC5_p5_P5_C09,CAF
HNSCC5_p5_P5_C10,Macrophage
HNSCC5_p5_P5_A12,CAF
HNSCC5_p5_P5_H10,CAF
HNSCC5_p5_P5_D01,Macrophage
HNSCC5_p5_P5_D09,Macrophage
HNSCC5_p5_P5_A06,Macrophage
HNSCC5_p5_P5_G02,Macrophage
HNSCC5_p5_P5_F06,Endothelial
HNSCC5_p5_P5_H09,Macrophage
HNSCC5_p5_P5_D08,Endothelial
HNSCC5_p5_P5_C06,CAF
HNSCC5_p5_P5_E03,malignant
HNSCC5_p5_P5_B08,Macrophage
HNSCC5_p5_P5_G08,Mast
HNSCC5_p5_P5_C02,Macrophage
HNSCC5_p5_P5_E12,malignant
HNSCC5_p5_P5_A08,malignant
HNSCC5_p5_P5_D05,malignant
HNSCC5_p5_P5_D03,Macrophage
HNSCC5_p5_P5_G04,Macrophage
HNSCC5_p7_HNSCC5_P7_E10,CAF
HNSCC5_p7_HNSCC5_P7_D04,malignant
HNSCC5_p7_HNSCC5_P7_B09,malignant
HNSCC5_p7_HNSCC5_P7_A01,Endothelial
HNSCC5_p7_HNSCC5_P7_F07,CAF
HNSCC5_p7_HNSCC5_P7_D03,malignant
HNSCC5_p7_HNSCC5_P7_E06,Fibroblast
HNSCC5_p7_HNSCC5_P7_F06,CAF
HNSCC5_p7_HNSCC5_P7_A02,malignant
HNSCC5_p7_HNSCC5_P7_A04,malignant
HNSCC5_p7_HNSCC5_P7_A06,Fibroblast
HNSCC5_p7_HNSCC5_P7_E11,CAF
HNSCC5_p7_HNSCC5_P7_D06,Endothelial
HNSCC5_p7_HNSCC5_P7_G02,malignant
HNSCC5_p7_HNSCC5_P7_G06,CAF
HNSCC5_p7_HNSCC5_P7_A12,malignant
HNSCC5_p7_HNSCC5_P7_C06,CAF
HNSCC5_p7_HNSCC5_P7_D01,Fibroblast
HNSCC5_p7_HNSCC5_P7_F10,malignant
HNSCC5_p7_HNSCC5_P7_D10,malignant
HNSCC5_p7_HNSCC5_P7_A11,Endothelial
HNSCC5_p7_HNSCC5_P7_C10,malignant
HNSCC5_p7_HNSCC5_P7_G07,malignant
HNSCC5_p7_HNSCC5_P7_F12,malignant
HNSCC5_p7_HNSCC5_P7_C07,malignant
HNSCC5_p7_HNSCC5_P7_C12,malignant
HNSCC5_p7_HNSCC5_P7_G04,malignant
HNSCC5_p7_HNSCC5_P7_A10,CAF
HNSCC5_p7_HNSCC5_P7_E07,malignant
HNSCC5_p7_HNSCC5_P7_B04,malignant
HNSCC5_p7_HNSCC5_P7_G05,malignant
HNSCC5_p7_HNSCC5_P7_D08,CAF
